"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"1708";"1183097297489596417_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.15574999999999997, 0.1411875, 0.16134375000000004]"
"1709";"1185960593754378240_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08773684210526315, 0.04331578947368421, 0.07221052631578946]"
"1710";"1232394699454873601_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.014923076923076924, 0.03915384615384616, 0.015692307692307693]"
"1711";"1197366418364411904_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.09071428571428572, 0.07890476190476191, 0.09000000000000001]"
"1712";"1212053548793581568_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.17956521739130435, 0.12926086956521737, 0.1613913043478261]"
"1713";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.184, 0.1793714285714286, 0.22128571428571428]"
"1714";"1113467547037229056_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.17169444444444448, 0.08986111111111111, 0.14755555555555555]"
"1715";"1209648274933714944_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.21805, 0.14935, 0.18115]"
"1716";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.061209302325581395, 0.03613953488372093, 0.05018604651162792]"
"1717";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1434, 0.16756666666666667, 0.16736666666666666]"
"1718";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2141315789473684, 0.19000000000000003, 0.23913157894736842]"
"1719";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17020512820512818, 0.12894871794871796, 0.15682051282051285]"
"1720";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.19222727272727272, 0.19731818181818184, 0.17572727272727273]"
"1721";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sug";"[0.2152, 0.15665714285714286, 0.21114285714285713]"
"1722";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.14486666666666667, 0.12586666666666665, 0.1307333333333333]"
"1723";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.17073333333333332, 0.14093333333333333, 0.15186666666666668]"
"1724";"1234567483278974979_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.2465277777777778, 0.18933333333333333, 0.21194444444444444]"
"1725";"1208076772551598082_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.126, 0.08925, 0.10087499999999999]"
"1726";"1240339713086521346_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10599999999999998, 0.07625806451612903, 0.09109677419354839]"
"1727";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.10926086956521738, 0.07891304347826086, 0.11082608695652174]"
"1728";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.22063157894736843, 0.1903421052631579, 0.21568421052631584]"
"1729";"1178545898009153537_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.19836, 0.17664, 0.19432]"
"1730";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.152, 0.1557894736842105, 0.17010526315789476]"
"1731";"1148894463969959936_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.17686363636363633, 0.10186363636363636, 0.145]"
"1732";"1243641302538948610_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]";"non_toxic";"exp";"[0.29517647058823526, 0.15523529411764705, 0.2575294117647059]"
"1733";"1198708632692690944_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.1046, 0.10666666666666667, 0.09866666666666667]"
"1734";"1116713450967838720_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.16921052631578948, 0.09089473684210525, 0.1542105263157895]"
"1735";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.08642307692307692, 0.09661538461538462, 0.08946153846153847]"
"1736";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16069444444444447, 0.11644444444444445, 0.1540277777777778]"
"1737";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.23202941176470587, 0.22373529411764706, 0.2548823529411765]"
"1738";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.17439024390243904, 0.12914634146341464, 0.17043902439024392]"
"1739";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"sta";"[0.21236363636363634, 0.11512121212121211, 0.17375757575757575]"
"1740";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.23530232558139533, 0.1434186046511628, 0.18723255813953485]"
"1741";"1240232555724419072_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1456470588235294, 0.09476470588235293, 0.13941176470588235]"
"1742";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.1328421052631579, 0.10157894736842106, 0.10773684210526317]"
"1743";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1159, 0.07015, 0.099775]"
"1744";"1122149296919457792_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0, 0, 0]"
"1745";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1083125, 0.09315625000000001, 0.09459374999999999]"
"1746";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.12724999999999997, 0.10629545454545455, 0.11072727272727274]"
"1747";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.23821951219512194, 0.12529268292682927, 0.20463414634146343]"
"1748";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1365813953488372, 0.13013953488372093, 0.13569767441860467]"
"1749";"1239647491756195841_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sug";"[0.20247499999999996, 0.1438, 0.185525]"
"1750";"1250139285744828416_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.20249999999999999, 0.15264285714285714, 0.17300000000000001]"
"1751";"1145132798149312512_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.1350625, 0.08737500000000001, 0.1173125]"
"1752";"1120468037415653376_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.12715555555555558, 0.11395555555555556, 0.13815555555555556]"
"1753";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.025924999999999997, 0.026625, 0.028600000000000004]"
"1754";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16730769230769232, 0.11253846153846152, 0.15174358974358976]"
"1755";"N/A_train";"AGAINST";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.133225, 0.11297499999999998, 0.123]"
"1756";"1240410685655351298_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.05407142857142857, 0.027785714285714285, 0.04235714285714286]"
"1757";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sug";"[0.21332558139534885, 0.15958139534883722, 0.1948372093023256]"
"1758";"1222009815372685318_train";"FAVOR";"Bernie Sanders";"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.23553846153846153, 0.14664102564102569, 0.1764358974358974]"
"1759";"1145012439236435970_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1473809523809524, 0.09711904761904762, 0.12480952380952381]"
"1760";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15700000000000003, 0.16149999999999998, 0.1570357142857143]"
"1761";"1240339129537138688_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.049095238095238095, 0.07933333333333333, 0.06190476190476189]"
"1762";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.2055454545454545, 0.17745454545454545, 0.19040909090909086]"
"1763";"1117776158282657793_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0724, 0.05626666666666667, 0.052399999999999995]"
"1764";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.26420512820512826, 0.17333333333333334, 0.23715384615384613]"
"1765";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.14282857142857142, 0.08394285714285715, 0.13534285714285715]"
"1766";"1153887404417331201_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"que";"[0.13725714285714286, 0.10091428571428572, 0.138]"
"1767";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"toxic";"que";"[0.07579069767441861, 0.08572093023255813, 0.08134883720930233]"
"1768";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.17454285714285714, 0.12408571428571429, 0.1671714285714286]"
"1769";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0, 0, 0]"
"1770";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.19164285714285714, 0.13102380952380951, 0.16873809523809524]"
"1771";"1259690320134012932_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.10472972972972973, 0.0961891891891892, 0.09989189189189189]"
"1772";"1199368140674752512_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.11567391304347828, 0.0841304347826087, 0.07595652173913045]"
"1773";"1231232783797886976_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.1695151515151515, 0.12409090909090909, 0.14769696969696972]"
"1774";"1141190588567396353_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16094444444444445, 0.15999999999999998, 0.15022222222222223]"
"1775";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.09027777777777778, 0.036500000000000005, 0.07161111111111113]"
"1776";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.0435, 0.06126086956521739, 0.051521739130434785]"
"1777";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sug";"[0.2003157894736842, 0.15723684210526315, 0.1975]"
"1778";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1925675675675676, 0.1294054054054054, 0.14824324324324323]"
"1779";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.10548837209302327, 0.0832325581395349, 0.10258139534883721]"
"1780";"1115429296292499456_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1745, 0.14554545454545453, 0.1782272727272727]"
"1781";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11856249999999999, 0.057312499999999995, 0.11543750000000001]"
"1782";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.19582499999999997, 0.094025, 0.143675]"
"1783";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14055555555555554, 0.10911111111111112, 0.14206666666666667]"
"1784";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.16852777777777775, 0.12266666666666665, 0.14758333333333334]"
"1785";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.2809090909090909, 0.21590909090909094, 0.2766363636363637]"
"1786";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.033350000000000005, 0.025, 0.026000000000000002]"
"1787";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.19757142857142856, 0.1776, 0.20054285714285716]"
"1788";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16537777777777773, 0.11133333333333333, 0.1526]"
"1789";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08058333333333334, 0.12105555555555554, 0.10922222222222222]"
"1790";"1172950788827754496_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.1244375, 0.09725, 0.1093125]"
"1791";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1740731707317073, 0.13953658536585367, 0.16117073170731708]"
"1792";"1210700200383172608_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.33726923076923077, 0.2208461538461539, 0.2773846153846154]"
"1793";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.14362162162162162, 0.11862162162162163, 0.13189189189189188]"
"1794";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1742272727272727, 0.11436363636363636, 0.15722727272727274]"
"1795";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.034848484848484844, 0.031151515151515152, 0.030393939393939397]"
"1796";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.13776315789473684, 0.11921052631578948, 0.12360526315789473]"
"1797";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"oth";"[0.28334999999999994, 0.18675000000000003, 0.24725000000000003]"
"1798";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.187425, 0.15402500000000002, 0.17290000000000003]"
"1799";"1249826264476721155_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]";"non_toxic";"oth";"[0.15957142857142856, 0.11892857142857143, 0.15921428571428572]"
"1800";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.21030000000000001, 0.15583333333333332, 0.2126333333333333]"
"1801";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.09676315789473684, 0.1123157894736842, 0.0963421052631579]"
"1802";"1164928903628017664_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0, 0, 0]"
"1803";"1197585071420723200_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.10432142857142858, 0.08389285714285713, 0.09125000000000001]"
"1804";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"non_toxic";"sta";"[0.16864, 0.07856, 0.13472]"
"1805";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.21128125, 0.14775, 0.18190625]"
"1806";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.18117073170731704, 0.14007317073170733, 0.18292682926829268]"
"1807";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1790232558139535, 0.1092325581395349, 0.14272093023255816]"
"1808";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.1627567567567568, 0.11078378378378378, 0.13064864864864864]"
"1809";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.07772727272727273, 0.05954545454545454, 0.07239393939393939]"
"1810";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.12951515151515153, 0.11493939393939394, 0.11715151515151517]"
"1811";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.1670731707317073, 0.10312195121951219, 0.1498292682926829]"
"1812";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.14317857142857143, 0.09592857142857143, 0.11732142857142856]"
"1813";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09894871794871794, 0.041999999999999996, 0.07607692307692308]"
"1814";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15276315789473685, 0.12247368421052632, 0.14692105263157892]"
"1815";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.12339473684210527, 0.08492105263157894, 0.11378947368421052]"
"1816";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09766666666666667, 0.057487179487179484, 0.08138461538461539]"
"1817";"1240086448935600131_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.16542424242424242, 0.11875757575757576, 0.1449090909090909]"
"1818";"1223049591727083520_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1005, 0.0739375, 0.09912499999999999]"
"1819";"1188479837800976384_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.18765217391304348, 0.12560869565217392, 0.17826086956521742]"
"1820";"1250555423742025734_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sug";"[0.17726666666666668, 0.11620000000000001, 0.16393333333333335]"
"1821";"1240485638693982209_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.11899999999999998, 0.11666666666666665, 0.14185714285714285]"
"1822";"N/A_train";"AGAINST";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07722727272727274, 0.09649999999999999, 0.0825]"
"1823";"1195387522701873152_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19010714285714286, 0.14110714285714285, 0.1724642857142857]"
"1824";"N/A_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.19072222222222224, 0.1468888888888889, 0.1833888888888889]"
"1825";"1172313345271054336_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.011250000000000001, 0.07641666666666667, 0.028333333333333335]"
"1826";"1189402867133599744_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"oth";"[0.12310000000000001, 0.09355, 0.1052]"
"1827";"1175421322354208768_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.09606666666666668, 0.05106666666666667, 0.05493333333333334]"
"1828";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.21672413793103443, 0.12055172413793104, 0.16175862068965519]"
"1829";"1221972369499140097_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.06523529411764706, 0.1043235294117647, 0.08576470588235295]"
"1830";"1174845131611983872_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"exp";"[0.094175, 0.061075000000000004, 0.083075]"
"1831";"1118969550039584768_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08406060606060606, 0.06293939393939393, 0.07148484848484848]"
"1832";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.22996666666666668, 0.15259999999999999, 0.19293333333333335]"
"1833";"1148957968546897920_train";"FAVOR";"Bernie Sanders";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2286, 0.17525, 0.1988]"
"1834";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1246388888888889, 0.09366666666666665, 0.11561111111111111]"
"1835";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.16494736842105265, 0.1336578947368421, 0.1563421052631579]"
"1836";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"oth";"[0.11775862068965517, 0.12106896551724139, 0.1179655172413793]"
"1837";"1166791075601797125_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sug";"[0.22552631578947369, 0.12252631578947368, 0.20226315789473684]"
"1838";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.11263333333333334, 0.14060000000000003, 0.1028]"
"1839";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"que";"[0.12904761904761905, 0.0955, 0.11607142857142858]"
"1840";"1176267685581197312_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.1714333333333333, 0.11436666666666667, 0.1198]"
"1841";"N/A_train";"FAVOR";"Bernie Sanders";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.14933333333333332, 0.11605128205128204, 0.12966666666666668]"
"1842";"1235246032767897600_train";"FAVOR";"Bernie Sanders";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.18933333333333335, 0.1451282051282051, 0.1679230769230769]"
