"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"1134";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.20554054054054058, 0.14975675675675676, 0.1908918918918919]"
"1135";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.15960000000000002, 0.12896, 0.14464]"
"1136";"968582240979509249_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.2219024390243903, 0.15402439024390244, 0.2109024390243902]"
"1137";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.06266666666666666, 0.07583333333333332, 0.0645]"
"1138";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.11113333333333333, 0.09506666666666666, 0.09813333333333334]"
"1139";"1243567719871627264_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.18100000000000002, 0.11841666666666666, 0.15733333333333333]"
"1140";"1024099317894860805_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08933333333333333, 0.06891666666666667, 0.08066666666666666]"
"1141";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.12076923076923075, 0.08976923076923075, 0.11573076923076925]"
"1142";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.0811764705882353, 0.06229411764705882, 0.06952941176470588]"
"1143";"1001968231186358272_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.10827777777777776, 0.10158333333333332, 0.10811111111111112]"
"1144";"1063263861443301376_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.1612162162162162, 0.12443243243243243, 0.1647027027027027]"
"1145";"1046173278128271361_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.029130434782608697, 0.02382608695652174, 0.02330434782608696]"
"1146";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.169625, 0.11969999999999999, 0.141]"
"1147";"1001969300553502723_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.13176190476190475, 0.09695238095238096, 0.09861904761904763]"
"1148";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.07196551724137931, 0.09120689655172413, 0.0793103448275862]"
"1149";"1198663459669307392_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.1837619047619048, 0.13752380952380952, 0.1886190476190476]"
"1150";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sug";"[0.20574193548387096, 0.13651612903225804, 0.1861612903225806]"
"1151";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1292, 0.08756666666666667, 0.12323333333333333]"
"1152";"1221886220713779203_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.082, 0.08775, 0.0945625]"
"1153";"1079468246267510785_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.13234615384615384, 0.09957692307692308, 0.11946153846153845]"
"1154";"1257378213174657026_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.14400000000000002, 0.09518181818181817, 0.10090909090909092]"
"1155";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.24803225806451606, 0.12496774193548388, 0.1883548387096774]"
"1156";"1246399013009547264_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.05486666666666666, 0.0566, 0.0724]"
"1157";"1112034158015062017_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.09541935483870968, 0.08509677419354839, 0.08274193548387096]"
"1158";"990642251255644160_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"que";"[0.025586956521739125, 0.04186956521739131, 0.034217391304347824]"
"1159";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.052714285714285714, 0.06971428571428571, 0.06303571428571428]"
"1160";"1035585010063929344_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"toxic";"sta";"[0.04280952380952381, 0.04457142857142857, 0.04171428571428572]"
"1161";"1178129550712217601_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.11066666666666666, 0.08473809523809522, 0.12314285714285715]"
"1162";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"exp";"[0.21342105263157893, 0.1453157894736842, 0.18705263157894736]"
"1163";"1208006249087934466_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.16909999999999997, 0.13979999999999998, 0.16340000000000002]"
"1164";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.0794, 0.05431999999999999, 0.0758]"
"1165";"968880932978540544_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0354, 0.02305, 0.0344]"
"1166";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]";"toxic";"exp";"[0.14263636363636364, 0.1468409090909091, 0.14836363636363636]"
"1167";"1156062811425923072_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.0649, 0.0366, 0.0622]"
"1168";"1269379319182180353_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11072727272727273, 0.1002272727272727, 0.11004545454545454]"
"1169";"1240041243549110272_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.07763636363636363, 0.01690909090909091, 0.047181818181818186]"
"1170";"1086255604581220352_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"oth";"[0.0995294117647059, 0.05176470588235294, 0.08023529411764707]"
"1171";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.14023529411764707, 0.08823529411764706, 0.12905882352941175]"
"1172";"1002064565541134337_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.1522857142857143, 0.11092857142857142, 0.14185714285714285]"
"1173";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"oth";"[0.05276190476190477, 0.095, 0.06747619047619048]"
"1174";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.15141935483870966, 0.11322580645161291, 0.13735483870967738]"
"1175";"1012802280700170240_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.18355555555555556, 0.13477777777777777, 0.1622222222222222]"
"1176";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.12074074074074073, 0.0874074074074074, 0.11270370370370371]"
"1177";"1252983519627837442_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.1531764705882353, 0.09205882352941176, 0.11264705882352942]"
"1178";"1035471084659912705_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.116, 0.0939090909090909, 0.09436363636363637]"
"1179";"1188720802016817153_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13978947368421052, 0.13221052631578947, 0.11189473684210526]"
"1180";"968950755800633346_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"que";"[0.13965384615384616, 0.08915384615384615, 0.11246153846153845]"
"1181";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.0473125, 0.0243125, 0.0370625]"
"1182";"1177716675585687554_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.1991875, 0.17200000000000001, 0.2174375]"
"1183";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.09028125000000001, 0.04, 0.07415624999999999]"
"1184";"1013082220368683012_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.18023809523809523, 0.09776190476190476, 0.17285714285714288]"
"1185";"1261857267059773445_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"oth";"[0.12153846153846153, 0.13084615384615386, 0.13361538461538464]"
"1186";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.18968181818181815, 0.17645454545454545, 0.1625909090909091]"
"1187";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"oth";"[0.07223076923076922, 0.05930769230769231, 0.05884615384615385]"
"1188";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.07903030303030302, 0.12472727272727271, 0.11481818181818183]"
"1189";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.03665217391304348, 0.07430434782608696, 0.0663913043478261]"
"1190";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.1667741935483871, 0.09370967741935483, 0.1643225806451613]"
"1191";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.0406875, 0.025937500000000002, 0.04471875]"
"1192";"1112058176592072704_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.06318181818181819, 0.036727272727272726, 0.05081818181818181]"
"1193";"1121719879294316545_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1506538461538462, 0.09957692307692308, 0.12646153846153846]"
"1194";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.06231578947368422, 0.04510526315789474, 0.050473684210526316]"
"1195";"958822603166121984_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.04484615384615384, 0.03415384615384615, 0.044230769230769226]"
"1196";"1198034139900891136_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.07073333333333333, 0.052733333333333327, 0.06006666666666667]"
"1197";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"oth";"[0.08513888888888889, 0.05763888888888889, 0.07577777777777778]"
"1198";"1178361147004579845_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.07622222222222223, 0.11188888888888888, 0.10859259259259259]"
"1199";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08137931034482758, 0.061724137931034484, 0.08355172413793104]"
"1200";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]";"toxic";"oth";"[0.1102, 0.07576666666666668, 0.10566666666666666]"
"1201";"1024290331003637760_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1588, 0.11190000000000003, 0.10975000000000001]"
"1202";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.08326315789473683, 0.08857894736842105, 0.09942105263157894]"
"1203";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.03654545454545455, 0.045454545454545456, 0.04309090909090909]"
"1204";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]";"toxic";"exp";"[0.1724090909090909, 0.19563636363636364, 0.18063636363636368]"
"1205";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11134782608695652, 0.06634782608695652, 0.08769565217391304]"
"1206";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0, 0, 0]"
"1207";"1000049374880190464_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.11766666666666668, 0.15733333333333335, 0.14422222222222222]"
"1208";"989510292622200832_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0, 0, 0]"
"1209";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.13921621621621622, 0.07443243243243242, 0.11691891891891894]"
"1210";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.15334615384615385, 0.10807692307692308, 0.1325769230769231]"
"1211";"1087522134732156928_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.20291891891891894, 0.17881081081081082, 0.199027027027027]"
"1212";"958518928912809984_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11745833333333333, 0.1960833333333333, 0.162625]"
"1213";"1257049169119768576_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.08928571428571429, 0.05664285714285714, 0.08242857142857142]"
"1214";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.20864285714285713, 0.17578571428571427, 0.1967857142857143]"
"1215";"1177605517893603328_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.06308333333333334, 0.03241666666666667, 0.049416666666666664]"
"1216";"1089464518319767552_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.005368421052631579, 0.02526315789473684, 0.013157894736842105]"
"1217";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.061230769230769234, 0.047, 0.05023076923076923]"
"1218";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.07853333333333333, 0.039466666666666664, 0.050666666666666665]"
"1219";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.12594736842105264, 0.10747368421052633, 0.13089473684210526]"
"1220";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.04105882352941176, 0.01958823529411765, 0.03264705882352942]"
"1221";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.20535714285714285, 0.19278571428571428, 0.19817857142857145]"
"1222";"1032851661956337664_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11311764705882353, 0.16994117647058826, 0.13417647058823529]"
"1223";"1164225512136466432_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.11021428571428571, 0.08589285714285713, 0.09114285714285712]"
"1224";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.11788461538461538, 0.141, 0.13215384615384615]"
"1225";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.13888235294117648, 0.08070588235294118, 0.10779411764705882]"
"1226";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1341290322580645, 0.0692258064516129, 0.10229032258064517]"
"1227";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]";"non_toxic";"oth";"[0.17515151515151514, 0.14675757575757578, 0.17545454545454547]"
"1228";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11133333333333334, 0.12324999999999998, 0.09829166666666667]"
"1229";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.19697297297297292, 0.17018918918918918, 0.219]"
"1230";"1034076713150566401_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.14114285714285715, 0.16957142857142857, 0.1478095238095238]"
"1231";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.03820833333333333, 0.044083333333333335, 0.04204166666666667]"
"1232";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.10306666666666668, 0.0883, 0.0961]"
"1233";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.2651578947368421, 0.20228947368421052, 0.24763157894736842]"
"1234";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09325, 0.1031875, 0.0999375]"
"1235";"1023213168602955785_train";"FAVOR";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.12109374999999999, 0.0819375, 0.0918125]"
"1236";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0, 0, 0]"
"1237";"1153345597165846528_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.13128, 0.0904, 0.08836000000000001]"
"1238";"1089574771484999680_train";"AGAINST";"Donald Trump";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.04861904761904762, 0.03642857142857143, 0.03947619047619048]"
"1239";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.10307692307692307, 0.12551282051282053, 0.12169230769230768]"
"1240";"1076333285977006080_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.17255555555555555, 0.09555555555555556, 0.14527777777777778]"
"1241";"N/A_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.08452173913043479, 0.06739130434782609, 0.08882608695652175]"
"1242";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.13763157894736844, 0.09631578947368422, 0.12689473684210525]"
"1243";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07175, 0.101125, 0.07983333333333333]"
"1244";"1088113874883162112_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"oth";"[0.08644444444444445, 0.08094444444444444, 0.07205555555555557]"
"1245";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13359459459459458, 0.103, 0.12383783783783783]"
"1246";"1100085078837874688_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1593658536585366, 0.15478048780487805, 0.16146341463414637]"
"1247";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.19597297297297298, 0.17989189189189192, 0.18875675675675677]"
"1248";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.12312500000000001, 0.07618749999999999, 0.10903125]"
"1249";"1255543989740220425_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.08120833333333334, 0.050375, 0.06995833333333333]"
"1250";"1259612885673668608_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1115, 0.125975, 0.125975]"
"1251";"1270899924910161922_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.35150000000000003, 0.20235714285714287, 0.2724285714285714]"
"1252";"N/A_train";"FAVOR";"Donald Trump";"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.09986363636363636, 0.10159090909090908, 0.11222727272727272]"
"1253";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11448387096774193, 0.06390322580645162, 0.09587096774193549]"
"1254";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12572413793103449, 0.16948275862068962, 0.1533793103448276]"
"1255";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"oth";"[0.11540740740740742, 0.10981481481481482, 0.11422222222222222]"
"1256";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.21696774193548393, 0.2339032258064516, 0.20732258064516126]"
"1257";"1189723606692950017_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.16545945945945947, 0.1308918918918919, 0.1365135135135135]"
"1258";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.20152500000000004, 0.159725, 0.19032500000000002]"
"1259";"1221908186170560513_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12350000000000001, 0.058857142857142865, 0.08528571428571428]"
"1260";"N/A_train";"AGAINST";"Donald Trump";"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.1832962962962963, 0.11114814814814815, 0.16285185185185186]"
"1261";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08595238095238096, 0.04347619047619048, 0.07452380952380953]"
"1262";"1144284162515357696_train";"AGAINST";"Donald Trump";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"oth";"[0.1455, 0.104125, 0.113875]"
"1263";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"oth";"[0.0392, 0.095, 0.08284000000000001]"
"1264";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.13563636363636364, 0.1302727272727273, 0.14036363636363636]"
"1265";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"oth";"[0.23321874999999997, 0.26578124999999997, 0.2839375]"
"1266";"1011938822404431872_train";"AGAINST";"Donald Trump";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.15011764705882352, 0.073, 0.11211764705882353]"
"1267";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12475, 0.08865, 0.10555]"
"1268";"N/A_train";"FAVOR";"Donald Trump";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]";"toxic";"sta";"[0.16994444444444445, 0.1853888888888889, 0.19433333333333333]"
"1269";"1122870128826376197_train";"FAVOR";"Donald Trump";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.08725, 0.14733333333333334, 0.133]"
"1270";"N/A_train";"AGAINST";"Donald Trump";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]";"non_toxic";"exp";"[0.10892307692307691, 0.06423076923076923, 0.09461538461538462]"
"1271";"N/A_train";"AGAINST";"Donald Trump";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.06137142857142856, 0.08582857142857143, 0.08731428571428572]"
