"";"tweetid";"stance";"topic";"moral";"toxic";"act";"vad"
"1602";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.18806896551724137, 0.15362068965517242, 0.16737931034482761]"
"1603";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13653333333333337, 0.13536666666666666, 0.1383]"
"1604";"1233318020472168448_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.05542857142857143, 0.03014285714285714, 0.03242857142857143]"
"1605";"1259180392952860672_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"sta";"[0.17984848484848487, 0.12990909090909092, 0.1468787878787879]"
"1606";"1242965290473918464_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15723333333333336, 0.07739999999999998, 0.09129999999999998]"
"1607";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.08029166666666666, 0.07600000000000001, 0.056125]"
"1608";"1256193191520415744_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.05495238095238095, 0.03266666666666666, 0.04014285714285714]"
"1609";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.16693548387096774, 0.14603225806451614, 0.12532258064516127]"
"1610";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15623809523809523, 0.10999999999999999, 0.14407142857142854]"
"1611";"1121510691427450881_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1341111111111111, 0.13205555555555556, 0.15005555555555555]"
"1612";"1234294653807202305_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.06887499999999999, 0.0356875, 0.040124999999999994]"
"1613";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.064875, 0.097, 0.08096874999999999]"
"1614";"1199815424696823809_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"sta";"[0.09078571428571428, 0.10471428571428572, 0.060428571428571436]"
"1615";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]";"toxic";"sta";"[0.12297058823529412, 0.11764705882352941, 0.11905882352941177]"
"1616";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.12250000000000001, 0.0914, 0.1085]"
"1617";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.22755172413793104, 0.15234482758620688, 0.15610344827586206]"
"1618";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15091428571428572, 0.10005714285714284, 0.13742857142857146]"
"1619";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.083625, 0.0706875, 0.0826875]"
"1620";"1235046006569361411_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.16714285714285712, 0.11678571428571428, 0.15185714285714286]"
"1621";"1236446865689845761_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"non_toxic";"sta";"[0.11576923076923076, 0.05853846153846153, 0.08184615384615385]"
"1622";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08384848484848484, 0.07054545454545455, 0.0840909090909091]"
"1623";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.07722222222222223, 0.09000000000000001, 0.08266666666666667]"
"1624";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.14025714285714286, 0.08645714285714286, 0.11594285714285717]"
"1625";"1237421207550656518_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"toxic";"sta";"[0.11603571428571431, 0.08650000000000001, 0.09835714285714285]"
"1626";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.09335897435897436, 0.07823076923076923, 0.07502564102564103]"
"1627";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.24966666666666668, 0.15914285714285714, 0.23138095238095238]"
"1628";"1239753318030811136_train";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.095, 0.071375, 0.129125]"
"1629";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.20424242424242425, 0.11099999999999999, 0.18606060606060607]"
"1630";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.13366666666666666, 0.10028571428571428, 0.1268095238095238]"
"1631";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.12091304347826087, 0.09956521739130435, 0.10513043478260871]"
"1632";"1258502312030601216_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.15446153846153846, 0.123, 0.12469230769230771]"
"1633";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1146842105263158, 0.09363157894736841, 0.09915789473684211]"
"1634";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12878378378378377, 0.10924324324324326, 0.12059459459459458]"
"1635";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12735714285714286, 0.09328571428571429, 0.12921428571428573]"
"1636";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.11800000000000001, 0.07880555555555556, 0.11069444444444444]"
"1637";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.04646153846153846, 0.1101923076923077, 0.05673076923076924]"
"1638";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1335, 0.11339473684210527, 0.1280526315789474]"
"1639";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]";"non_toxic";"sta";"[0.19799999999999998, 0.13795454545454544, 0.16322727272727272]"
"1640";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.25987179487179485, 0.20812820512820515, 0.2524102564102564]"
"1641";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.09933333333333333, 0.09640000000000001, 0.09620000000000001]"
"1642";"1255177067416694789_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.22728571428571426, 0.17352380952380952, 0.1664761904761905]"
"1643";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.17483333333333334, 0.14600000000000002, 0.14672222222222223]"
"1644";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.06399999999999999, 0.045571428571428575, 0.04295238095238095]"
"1645";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.08707142857142856, 0.07614285714285714, 0.07378571428571427]"
"1646";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.0915, 0.0593, 0.07625]"
"1647";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1228974358974359, 0.07528205128205127, 0.09576923076923076]"
"1648";"1255291016262844418_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.1350714285714286, 0.09971428571428571, 0.12289285714285714]"
"1649";"1244480766475730944_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]";"non_toxic";"sta";"[0.20233333333333334, 0.11926666666666667, 0.1604666666666667]"
"1650";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08707142857142856, 0.05835714285714285, 0.07971428571428571]"
"1651";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.0465625, 0.02975, 0.04434375]"
"1652";"1242834637031956486_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.24711111111111114, 0.18858333333333335, 0.2344166666666666]"
"1653";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"oth";"[0.05530769230769231, 0.006923076923076922, 0.026076923076923077]"
"1654";"1254952961773617153_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.10859999999999999, 0.07996, 0.08648]"
"1655";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.29500000000000004, 0.1679166666666667, 0.26308333333333334]"
"1656";"1242703201415114754_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.045733333333333334, 0.07793333333333334, 0.06699999999999999]"
"1657";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.12533333333333335, 0.10313888888888889, 0.12119444444444444]"
"1658";"1235034715473797120_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.10691176470588236, 0.13258823529411765, 0.11705882352941177]"
"1659";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.12840000000000001, 0.1531142857142857, 0.1549714285714286]"
"1660";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.05034782608695652, 0.03717391304347826, 0.04526086956521739]"
"1661";"1259176463665967106_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1943181818181818, 0.1329090909090909, 0.17331818181818182]"
"1662";"1242292737011056647_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.2032972972972973, 0.22005405405405404, 0.1986216216216216]"
"1663";"1235296107242151938_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.19607692307692304, 0.14733333333333334, 0.16969230769230767]"
"1664";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1867142857142857, 0.08014285714285715, 0.13428571428571429]"
"1665";"1256021745225682946_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.035949999999999996, 0.01765, 0.0223]"
"1666";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"toxic";"exp";"[0.12387179487179487, 0.12389743589743589, 0.11594871794871796]"
"1667";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.28784615384615386, 0.15730769230769232, 0.2526923076923077]"
"1668";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.10557142857142857, 0.1182857142857143, 0.079]"
"1669";"1261416400406499328_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0292, 0.03773333333333333, 0.03673333333333333]"
"1670";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]";"non_toxic";"exp";"[0.17169565217391303, 0.10915217391304348, 0.14186956521739127]"
"1671";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.1959090909090909, 0.14984848484848487, 0.16081818181818183]"
"1672";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1705925925925926, 0.1285925925925926, 0.1422962962962963]"
"1673";"1236033473313292291_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13169230769230772, 0.07507692307692307, 0.10646153846153845]"
"1674";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"non_toxic";"sta";"[0.1638666666666667, 0.0942, 0.14603333333333332]"
"1675";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.19540740740740745, 0.12481481481481481, 0.1555925925925926]"
"1676";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.2194347826086956, 0.14704347826086958, 0.16495652173913045]"
"1677";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.11023529411764707, 0.0626470588235294, 0.09341176470588236]"
"1678";"N/A_train";"FAVOR";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.2555454545454545, 0.15909090909090906, 0.23824242424242426]"
"1679";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.07438461538461538, 0.053961538461538464, 0.05696153846153846]"
"1680";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]";"toxic";"exp";"[0.1337435897435897, 0.13228205128205128, 0.12935897435897437]"
"1681";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.09072222222222222, 0.07261111111111111, 0.07700000000000001]"
"1682";"1167598614656368640_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16446153846153846, 0.08723076923076924, 0.11092307692307692]"
"1683";"N/A_train";"AGAINST";"Joe Biden";"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.055238095238095246, 0.03333333333333333, 0.05642857142857143]"
"1684";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"toxic";"exp";"[0.15709756097560973, 0.11124390243902439, 0.12585365853658534]"
"1685";"1258206514319224832_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]";"non_toxic";"exp";"[0.1714, 0.1417, 0.1607]"
"1686";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"non_toxic";"sta";"[0.15722857142857144, 0.10631428571428574, 0.1308]"
"1687";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.161125, 0.09233333333333332, 0.14133333333333334]"
"1688";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]";"non_toxic";"exp";"[0.07624, 0.060039999999999996, 0.06508]"
"1689";"1255207346030215170_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.15791304347826085, 0.09843478260869566, 0.10021739130434783]"
"1690";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.11045833333333334, 0.07912499999999999, 0.10045833333333333]"
"1691";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.13646666666666665, 0.0801, 0.12689999999999999]"
"1692";"1256236697844580353_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.22178260869565222, 0.13339130434782606, 0.20482608695652174]"
"1693";"1238916100202672129_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.12273684210526314, 0.12636842105263157, 0.1536315789473684]"
"1694";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.20204347826086957, 0.19852173913043478, 0.2070869565217391]"
"1695";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]";"non_toxic";"sta";"[0.04125, 0.006125, 0.021375]"
"1696";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.08715999999999999, 0.10195999999999998, 0.10768000000000001]"
"1697";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.19185, 0.11805000000000002, 0.1418]"
"1698";"1239495344737714176_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.09964999999999999, 0.0718, 0.10125000000000002]"
"1699";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.060125, 0.0505, 0.0499375]"
"1700";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"toxic";"exp";"[0.09088571428571429, 0.05562857142857143, 0.07251428571428573]"
"1701";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16986206896551725, 0.14327586206896553, 0.19182758620689652]"
"1702";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.16416, 0.10984, 0.12584]"
"1703";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1891818181818182, 0.12554545454545457, 0.16354545454545455]"
"1704";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.131, 0.06642857142857142, 0.08857142857142856]"
"1705";"1234968812748931073_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.13233333333333333, 0.09196666666666667, 0.1283]"
"1706";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.08723333333333333, 0.09090000000000001, 0.07206666666666668]"
"1707";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.10054, 0.1118, 0.10242000000000001]"
"1708";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.07836, 0.08304, 0.07808]"
"1709";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.16914285714285718, 0.1608214285714286, 0.15660714285714286]"
"1710";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]";"non_toxic";"sta";"[0.1775, 0.1595, 0.20933333333333334]"
"1711";"1235878489133285377_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]";"non_toxic";"sta";"[0.14952941176470588, 0.11264705882352942, 0.1371764705882353]"
"1712";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.19486666666666666, 0.1504, 0.16446666666666668]"
"1713";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.07717647058823529, 0.11588235294117646, 0.10552941176470587]"
"1714";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.20424242424242423, 0.18315151515151518, 0.17972727272727274]"
"1715";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.11326666666666667, 0.1528, 0.13726666666666668]"
"1716";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.06366666666666666, 0.05983333333333333, 0.06694444444444445]"
"1717";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.0845, 0.11763636363636364, 0.103]"
"1718";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]";"toxic";"sta";"[0.08782758620689654, 0.054724137931034485, 0.06624137931034482]"
"1719";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"exp";"[0.11308108108108106, 0.08181081081081082, 0.09556756756756755]"
"1720";"1260638821860982784_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"non_toxic";"sta";"[0.08212, 0.052919999999999995, 0.062119999999999995]"
"1721";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]";"non_toxic";"exp";"[0.15121052631578943, 0.1852105263157895, 0.14905263157894735]"
"1722";"1222553166992105476_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.14015, 0.0727, 0.11285]"
"1723";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.1272962962962963, 0.10544444444444447, 0.12755555555555556]"
"1724";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.123375, 0.16931249999999998, 0.17475000000000002]"
"1725";"1207723513601298433_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.2409375, 0.158125, 0.22012500000000002]"
"1726";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.10047999999999999, 0.08507999999999999, 0.10563999999999998]"
"1727";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]";"toxic";"sta";"[0.09159999999999999, 0.060050000000000006, 0.08875]"
"1728";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.17636842105263156, 0.1641578947368421, 0.16989473684210527]"
"1729";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.14052173913043478, 0.15134782608695652, 0.14465217391304347]"
"1730";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"non_toxic";"exp";"[0.21142105263157895, 0.10521052631578946, 0.16021052631578947]"
"1731";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]";"toxic";"sta";"[0.10113333333333333, 0.0344, 0.08046666666666666]"
"1732";"1205862680218742784_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]";"non_toxic";"exp";"[0.10375000000000001, 0.09152272727272727, 0.10331818181818182]"
"1733";"N/A_train";"AGAINST";"Joe Biden";"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]";"toxic";"sug";"[0.18146666666666667, 0.13546666666666668, 0.13973333333333335]"
"1734";"1200079137140084737_train";"AGAINST";"Joe Biden";"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]";"toxic";"sta";"[0.19033333333333333, 0.18004761904761904, 0.15542857142857144]"
"1735";"N/A_train";"AGAINST";"Joe Biden";"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.16645454545454544, 0.138, 0.15315151515151515]"
"1736";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"sta";"[0.1071, 0.0772, 0.10415]"
"1737";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]";"non_toxic";"exp";"[0.21508108108108112, 0.20464864864864865, 0.24578378378378382]"
"1738";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.11755555555555554, 0.06805555555555555, 0.11094444444444444]"
"1739";"N/A_train";"AGAINST";"Joe Biden";"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]";"toxic";"exp";"[0.16338235294117645, 0.12717647058823528, 0.145]"
"1740";"N/A_train";"FAVOR";"Joe Biden";"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]";"non_toxic";"sta";"[0.13827272727272727, 0.07345454545454545, 0.11890909090909092]"
