;tweetid;stance;senti;target;moral;toxic;act;vad
1695;1290179230114942976;FAVOR;other;face_masks;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.38728571428571423, 0.4106666666666668, 0.3821904761904762]
1696;1290634818489921538;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;que;[0.5350833333333332, 0.33549999999999996, 0.4644166666666667]
1697;1276872864860258304;FAVOR;neg;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.4252499999999999, 0.38141666666666674, 0.41083333333333333]
1698;1290344385901731842;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sug;[0.44164705882352934, 0.3444705882352941, 0.3973529411764705]
1699;1289962323151671296;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;que;[0.1764255319148936, 0.15095744680851064, 0.17180851063829788]
1700;1282663608648957953;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.5262, 0.41525, 0.5006999999999999]
1701;1290713724806889474;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.44166666666666665, 0.32733333333333337, 0.3665]
1702;1290437690907926530;FAVOR;pos;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];toxic;oth;[0.482, 0.6115555555555555, 0.5464444444444444]
1703;1289690130798673920;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;que;[0.3312727272727273, 0.2764545454545455, 0.3131818181818182]
1704;1290466406555889666;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 0, 1, 0, 1];toxic;oth;[0.49650000000000005, 0.6591, 0.5303]
1705;1282624865909059585;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.4057272727272727, 0.312, 0.3648181818181818]
1706;1282597791131467776;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.47590000000000005, 0.3375, 0.39580000000000004]
1707;1276093944208805888;FAVOR;pos;face_masks;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4511333333333333, 0.38233333333333336, 0.4965333333333333]
1708;1290308403051417600;FAVOR;pos;face_masks;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4853157894736842, 0.34036842105263165, 0.41731578947368414]
1709;1282708547797573632;FAVOR;other;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.4568571428571428, 0.3307142857142857, 0.3534285714285715]
1710;1289759664817573888;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.41727272727272724, 0.4780909090909091, 0.424090909090909]
1711;1289882040502870021;FAVOR;other;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;que;[0.5050869565217391, 0.3606521739130435, 0.4396521739130435]
1712;1289662204170530816;FAVOR;pos;face_masks;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.36671428571428566, 0.30939285714285714, 0.3048571428571428]
1713;1290132282951569409;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.4799523809523811, 0.4300952380952381, 0.4515238095238095]
1714;1290306072129896448;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.328037037037037, 0.23370370370370372, 0.30281481481481476]
1715;1289625021762084879;FAVOR;pos;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.3495500000000001, 0.3025, 0.3882]
1716;1282647411727507456;FAVOR;neg;face_masks;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;que;[0.47566666666666674, 0.3831481481481482, 0.4425555555555555]
1717;1290343292136300545;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.3165416666666667, 0.34583333333333327, 0.3531666666666667]
1718;1290518889915396097;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2460384615384615, 0.2589230769230769, 0.25876923076923075]
1719;1290444967509405702;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;oth;[0.29833333333333334, 0.5479999999999999, 0.4076666666666666]
1720;1290140264506433536;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.45538888888888884, 0.4988888888888888, 0.49844444444444463]
1721;1282715283224801285;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4384444444444444, 0.24744444444444447, 0.3277777777777778]
1722;1290272530520059906;FAVOR;neg;face_masks;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.35843749999999996, 0.32181249999999995, 0.325125]
1723;1290229730990387200;FAVOR;pos;face_masks;[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;exp;[0.4723846153846153, 0.3275769230769231, 0.41342307692307695]
1724;1290774135388479524;FAVOR;pos;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5043124999999999, 0.37681250000000005, 0.45775]
1725;1282676658517024769;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.44816666666666666, 0.34800000000000003, 0.3721666666666667]
1726;1282629863053185024;FAVOR;neg;face_masks;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.29733333333333334, 0.35839999999999994, 0.38726666666666676]
1727;1289891925412048897;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sug;[0.4691666666666667, 0.4001111111111111, 0.38099999999999995]
1728;1290119497869795328;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.39833333333333326, 0.377, 0.35200000000000004]
1729;1290403493988036608;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;que;[0.3361818181818182, 0.3032727272727273, 0.3114545454545455]
1730;1289874708167622656;FAVOR;neg;face_masks;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sug;[0.3547058823529412, 0.3934705882352941, 0.40505882352941175]
1731;1290413240695037958;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.6239090909090909, 0.491, 0.5177272727272727]
1732;1290636674817458178;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;sta;[0.3245217391304348, 0.3043913043478261, 0.3266086956521739]
1733;1290006694911590400;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.46744, 0.37692, 0.4121599999999999]
1734;1290820397659828226;FAVOR;pos;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.44842105263157894, 0.2860526315789474, 0.33873684210526317]
1735;1289708735410008065;FAVOR;pos;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.45437500000000003, 0.29381250000000003, 0.3805]
1736;1290406496048537600;FAVOR;other;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.6205555555555556, 0.35805555555555557, 0.48838888888888893]
1737;1290746427401015302;FAVOR;other;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.42907692307692297, 0.36784615384615393, 0.4448461538461539]
1738;1290010030297636864;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.3933636363636364, 0.5143636363636364, 0.4552727272727273]
1739;1289701334271373312;FAVOR;neg;face_masks;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.5241428571428571, 0.35728571428571426, 0.42714285714285716]
1740;1290751552408477696;FAVOR;pos;face_masks;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.5425555555555557, 0.44, 0.41833333333333333]
1741;1290066538746089472;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.3433125, 0.24212500000000003, 0.28724999999999995]
1742;1289693841981808640;FAVOR;pos;face_masks;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.5031249999999999, 0.41983333333333334, 0.501125]
1743;1290354545462312962;FAVOR;neg;face_masks;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.2896666666666667, 0.3743999999999999, 0.3106]
1744;1289739487686168577;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.5192, 0.3685333333333334, 0.43100000000000005]
1745;1282717959593644032;FAVOR;pos;face_masks;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.47112499999999996, 0.43400000000000005, 0.465625]
1746;1289966866224447488;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.3102727272727273, 0.327, 0.3595454545454545]
1747;1289732425187287043;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;oth;[0.31246666666666667, 0.2670666666666666, 0.28619999999999995]
1748;1282688539998683136;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.33628571428571435, 0.38547619047619053, 0.34523809523809523]
1749;1282648539282247680;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.47808695652173905, 0.348304347826087, 0.4573043478260871]
1750;1290417675676442627;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.23766666666666666, 0.3793333333333333, 0.3373333333333333]
1751;1290302073829908483;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.44494444444444436, 0.3338333333333333, 0.3942777777777777]
1752;1290154997334736897;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.45099999999999996, 0.4080500000000001, 0.39804999999999996]
1753;1290708176921399298;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.4344583333333334, 0.33016666666666666, 0.39116666666666666]
1754;1290077626070003712;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;que;[0.24136842105263154, 0.29431578947368425, 0.2701052631578948]
1755;1290489006833115145;FAVOR;neg;face_masks;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.32263636363636367, 0.21827272727272728, 0.27636363636363637]
1756;1282661771623440387;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.7155333333333331, 0.5903333333333334, 0.7414]
1757;1289695557770977282;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5357391304347826, 0.40573913043478255, 0.45504347826086955]
1758;1282688820836696065;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.42110000000000003, 0.32883333333333326, 0.41813333333333336]
1759;1290709232833179650;FAVOR;other;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;exp;[0.3261428571428571, 0.35210714285714284, 0.32367857142857154]
1760;1282660879193067520;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.493, 0.40312000000000003, 0.46788]
1761;1290352474524549123;FAVOR;neg;face_masks;[1, 0, 0, 0, 1, 0, 1, 0, 0, 0];toxic;exp;[0.1996923076923077, 0.27284615384615385, 0.23576923076923076]
1762;1282707268077674498;FAVOR;other;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.45155555555555554, 0.23733333333333334, 0.32466666666666666]
1763;1289627431091892225;FAVOR;other;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.3751666666666667, 0.30283333333333334, 0.40850000000000003]
1764;1289900880104431616;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;que;[0.20169230769230767, 0.20730769230769233, 0.1900769230769231]
1765;1289657189569720320;FAVOR;neg;face_masks;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.42816666666666664, 0.4214444444444444, 0.42433333333333334]
1766;1290711594209509388;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3036666666666667, 0.18916666666666668, 0.2511666666666667]
1767;1282708311687802880;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.214, 0.3062000000000001, 0.21726666666666666]
1768;1290477534123929600;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;exp;[0.3148571428571429, 0.23635714285714285, 0.2208571428571429]
1769;1289618244974911489;FAVOR;other;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;oth;[0.47645833333333326, 0.35966666666666675, 0.42999999999999994]
1770;1289751607685545989;FAVOR;other;face_masks;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.303, 0.3587272727272728, 0.3077272727272727]
1771;1282653916363202561;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];toxic;oth;[0.3636470588235295, 0.3421176470588236, 0.3392352941176471]
1772;1289974184081121280;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];toxic;exp;[0.365, 0.29788000000000003, 0.30644000000000005]
1773;1289989266777313286;FAVOR;neg;face_masks;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.4562, 0.3574, 0.3618]
1774;1290364334082727936;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];toxic;que;[0.6560833333333334, 0.5850833333333333, 0.58825]
1775;1288850106339426305;FAVOR;neg;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.4922857142857143, 0.5221428571428571, 0.4928571428571429]
1776;1290673330383728640;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.3893571428571429, 0.4110714285714286, 0.3731428571428571]
1777;1290578870358487041;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.3692857142857143, 0.21585714285714283, 0.256]
1778;1290757814969946121;FAVOR;pos;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];non_toxic;que;[0.25054545454545457, 0.296, 0.2659090909090909]
1779;1290472317286592512;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;oth;[0.554, 0.4065, 0.460375]
1780;1290339127142031361;FAVOR;other;face_masks;[0, 0, 0, 0, 0, 1, 0, 1, 0, 1];non_toxic;oth;[0.3708888888888889, 0.396, 0.3807777777777778]
1781;1288984152881029120;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.29871428571428577, 0.30271428571428566, 0.2954761904761905]
1782;1276964058235834369;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.4481, 0.3604, 0.4364]
1783;1290151961312940032;FAVOR;neg;face_masks;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.35213793103448277, 0.2926551724137932, 0.35631034482758617]
1784;1282715857781694467;FAVOR;other;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.39849999999999997, 0.29994444444444446, 0.3802222222222222]
1785;1282573313844314112;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5054615384615384, 0.37953846153846155, 0.4]
1786;1290311382559100930;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];toxic;sta;[0.36268, 0.30651999999999996, 0.35092]
1787;1290718838032601092;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.3429545454545454, 0.332, 0.36759090909090913]
1788;1290657714243239937;FAVOR;neg;face_masks;[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.09828571428571428, 0.03642857142857143, 0.05871428571428571]
1789;1289925135982399488;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];toxic;sta;[0.25333333333333335, 0.32266666666666666, 0.26725]
1790;1290723703391686656;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.585, 0.3735, 0.4782777777777778]
1791;1290030883982934017;FAVOR;other;face_masks;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3517894736842105, 0.24057894736842103, 0.28678947368421054]
1792;1289895968540774400;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0];non_toxic;sta;[0.3825238095238095, 0.2917619047619048, 0.3562380952380953]
1793;1290090257380077570;FAVOR;other;face_masks;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;sug;[0.5052, 0.3487000000000001, 0.4832500000000001]
1794;1282701933611028481;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;que;[0.49899999999999994, 0.41394444444444445, 0.4646111111111111]
1795;1287879988939644928;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;exp;[0.36228571428571427, 0.36607142857142855, 0.3638571428571429]
1796;1288603428332003328;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;exp;[0.46799999999999997, 0.38606250000000003, 0.39362500000000006]
1797;1290381742281375744;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.35437500000000005, 0.3425, 0.355875]
1798;1282659524516679681;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.3954666666666666, 0.3655333333333333, 0.42213333333333336]
1799;1289953486805692416;FAVOR;pos;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5266666666666667, 0.3864166666666667, 0.4775833333333333]
1800;1244759125860499456;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.41727272727272735, 0.22836363636363635, 0.29600000000000004]
1801;1289679066648285185;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.49185, 0.3508, 0.3851]
1802;1290509348511285248;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5746923076923077, 0.4353076923076923, 0.4435384615384616]
1803;1282667112188776448;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5115714285714285, 0.41347619047619044, 0.47433333333333344]
1804;1276685908058583040;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.4307, 0.4612, 0.5238]
1805;1288655065029455880;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.7073333333333333, 0.36400000000000005, 0.6143333333333333]
1806;1290132312579911681;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4192727272727273, 0.3952727272727273, 0.3874545454545455]
1807;1282648095260659713;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5620588235294117, 0.4284705882352941, 0.48376470588235293]
1808;1290673370217025537;FAVOR;other;face_masks;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.31006666666666666, 0.20873333333333333, 0.24400000000000002]
1809;1290155777131335680;FAVOR;other;face_masks;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sug;[0.3655714285714286, 0.45128571428571423, 0.37242857142857144]
1810;1290120125257981952;FAVOR;neg;face_masks;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.4119999999999999, 0.2504285714285714, 0.33328571428571424]
1811;1289700046447968262;FAVOR;neg;face_masks;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];toxic;exp;[0.31111764705882355, 0.3588235294117647, 0.344]
1812;1290187424933396480;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.30942857142857144, 0.2897142857142857, 0.2844285714285714]
1813;1290356105042894850;FAVOR;other;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.3613913043478261, 0.3574782608695652, 0.3537826086956521]
1814;1289724578537836547;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.4362500000000001, 0.4154642857142858, 0.4859285714285715]
1815;1277012833197346816;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.45557142857142857, 0.3831428571428571, 0.44985714285714284]
1816;1290321470195998721;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5105555555555557, 0.42322222222222217, 0.48255555555555557]
1817;1290043235692212225;FAVOR;neg;face_masks;[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];toxic;que;[0.40204347826086956, 0.4873043478260869, 0.4016521739130435]
1818;1290640860145692673;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.2874, 0.3272, 0.28369999999999995]
1819;1289738745042747392;FAVOR;pos;face_masks;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;que;[0.5262857142857142, 0.34714285714285714, 0.4958571428571429]
1820;1290039184183312384;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.1652, 0.25739999999999996, 0.2191]
1821;1289932154726690817;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];toxic;sug;[0.2754, 0.3256, 0.2554]
1822;1290473078917599232;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4856, 0.30360000000000004, 0.42213333333333336]
1823;1290816532134506496;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.42388888888888887, 0.44900000000000007, 0.46199999999999997]
1824;1290293257675722754;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5875882352941177, 0.4531176470588235, 0.4832941176470589]
1825;1289925790197379073;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4396086956521739, 0.35373913043478256, 0.39869565217391306]
1826;1289776391626448896;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 1, 0, 1, 0];non_toxic;oth;[0.46696153846153854, 0.357, 0.39284615384615384]
1827;1282681510382972928;FAVOR;pos;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5109090909090909, 0.37945454545454543, 0.45390909090909093]
1828;1282669094563721217;FAVOR;neg;face_masks;[0, 1, 0, 0, 1, 0, 0, 1, 0, 0];toxic;que;[0.33255, 0.34725, 0.32045]
1829;1290021933313007621;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.41877777777777764, 0.29974074074074075, 0.35229629629629633]
1830;1290654630582550528;FAVOR;neg;face_masks;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.40650000000000003, 0.313, 0.3402]
1831;1276613610937233408;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.46414285714285713, 0.33985714285714286, 0.35642857142857143]
1832;1289785240278331393;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.4024615384615384, 0.24142307692307693, 0.3132692307692308]
1833;1290527262572310534;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.5155416666666667, 0.33112499999999995, 0.45483333333333337]
1834;1290776845860757504;FAVOR;neg;face_masks;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.5302857142857142, 0.3661428571428571, 0.5022857142857142]
1835;1290755175909666816;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.45454545454545453, 0.3077272727272727, 0.384]
1836;1289930399632650243;FAVOR;neg;face_masks;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.4248095238095238, 0.29523809523809524, 0.3915238095238095]
1837;1290179601876971522;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];toxic;exp;[0.40316, 0.38256, 0.40023999999999993]
1838;1290329198867906560;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5512857142857144, 0.3955000000000001, 0.4699999999999999]
1839;1290780158190931969;FAVOR;pos;face_masks;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.41229999999999994, 0.2933, 0.30019999999999997]
1840;1289691298278957056;FAVOR;neg;face_masks;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.5705454545454546, 0.37609090909090903, 0.45709090909090916]
1841;1282717229251989505;FAVOR;other;face_masks;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.38741176470588234, 0.3080588235294118, 0.34652941176470586]
1842;1282707620407762945;FAVOR;pos;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.6576923076923076, 0.5302307692307693, 0.6363076923076924]
1843;1282079065566920704;FAVOR;neg;face_masks;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5269999999999999, 0.46975000000000006, 0.52325]
1844;1282712908670140416;FAVOR;pos;face_masks;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4025, 0.3925, 0.4116666666666666]
1845;1282709898464239616;FAVOR;neg;face_masks;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;sta;[0.34600000000000003, 0.2574444444444445, 0.27488888888888885]
1846;1276496830138892288;FAVOR;neg;face_masks;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.5092142857142857, 0.3892142857142857, 0.44371428571428567]
