;tweetid;stance;emotion;moral;toxic;act;vad
2090;1434786300884918276;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.5893636363636364, 0.423, 0.5353636363636364]
2091;1434712457629601797;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.47714285714285715, 0.2790714285714286, 0.3870714285714286]
2092;1424804502658437161;believe;[0, 1, 1, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sug;[0.47818181818181815, 0.353, 0.4317272727272727]
2093;1442188062818062339;believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.451375, 0.4336875, 0.4485625]
2094;1438931928728616974;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.6384, 0.5492999999999999, 0.5884]
2095;1434143468478210053;believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.337, 0.25392857142857145, 0.3148571428571429]
2096;1426061626717835272;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.626090909090909, 0.42327272727272724, 0.5353636363636363]
2097;1421186629436329993;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 1, 0, 0];non_toxic;que;[0.478, 0.41825, 0.42250000000000004]
2098;1431234303900504065;believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.6879166666666667, 0.55325, 0.6563333333333333]
2099;1441325849773416451;believe;[0, 0, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.6410769230769231, 0.39123076923076916, 0.5357692307692308]
2100;1424752592945655822;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.6407142857142858, 0.46157142857142863, 0.5982857142857144]
2101;1426124843901202433;ambiguous;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.43233333333333335, 0.2548888888888889, 0.3342222222222222]
2102;1422900931969028108;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.6224999999999999, 0.36650000000000005, 0.5070833333333332]
2103;1560670782325268481;deny;[1, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.38055555555555554, 0.3668888888888888, 0.43411111111111106]
2104;1436648852828966912;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4614, 0.40119999999999995, 0.4338666666666667]
2105;1425453927248637953;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.45116666666666666, 0.3356666666666666, 0.3775833333333333]
2106;1429614365033082887;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 1, 0, 1, 0, 0, 0];non_toxic;sug;[0.3465, 0.3356, 0.38980000000000004]
2107;1441942760895008770;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.8752000000000001, 0.43679999999999997, 0.7090000000000001]
2108;1426293034249973762;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5725454545454546, 0.43990909090909097, 0.5510909090909091]
2109;1437836843492446211;believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4605555555555555, 0.3338888888888889, 0.4172222222222222]
2110;1425523691341770755;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.6172000000000001, 0.4282, 0.4878]
2111;1431499062973394945;ambiguous;[0, 1, 0, 0, 0, 1, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.33811111111111114, 0.19444444444444445, 0.2937777777777778]
2112;1421199024959459332;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;sug;[0.47838461538461535, 0.2926923076923077, 0.3733076923076923]
2113;1441442042316460034;believe;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;que;[0.4535, 0.3317, 0.39809999999999995]
2114;1499450983570722818;deny;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;exp;[0.3711818181818182, 0.3900909090909091, 0.3551818181818182]
2115;1431555481584259075;believe;[0, 0, 1, 0, 0, 1, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.6234545454545454, 0.4767272727272727, 0.5910909090909091]
2116;1556886949662711809;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.21962500000000001, 0.22975, 0.2723125]
2117;1421005524125069312;believe;[1, 1, 0, 0, 1, 0, 1, 1, 0, 0];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.24980000000000002, 0.32420000000000004, 0.32189999999999996]
2118;1433608540804067328;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4606666666666667, 0.31375000000000003, 0.37366666666666665]
2119;1437082259836706817;believe;[1, 0, 1, 1, 0, 1, 0, 1, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.30935294117647055, 0.29270588235294115, 0.3481764705882353]
2120;1431684424542957573;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.5285454545454544, 0.30518181818181817, 0.4110909090909091]
2121;1433819549070200836;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.395625, 0.31000000000000005, 0.411625]
2122;1442424798697689089;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 1, 1, 0, 0, 1, 0, 0];non_toxic;sta;[0.50075, 0.364125, 0.506875]
2123;1421332125077307395;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.7224444444444446, 0.49899999999999994, 0.5793333333333334]
2124;1520098513643790338;deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5791666666666666, 0.48599999999999993, 0.4413333333333333]
2125;1427429247853936641;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.7182222222222223, 0.536, 0.6647777777777778]
2126;1432272862094794755;believe;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 1, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.5008125, 0.33075, 0.41975]
2127;1428872215215460355;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;exp;[0.5569999999999999, 0.3825, 0.592]
2128;1422509697618386944;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4334545454545454, 0.2735454545454546, 0.4316363636363636]
2129;1433166009859559430;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.485090909090909, 0.3090909090909091, 0.43536363636363634]
2130;1442027073137217541;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4735833333333333, 0.26541666666666663, 0.3881666666666666]
2131;1425762624734703618;deny;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5802499999999999, 0.33425000000000005, 0.4885]
2132;1425833964539846669;ambiguous;[1, 1, 0, 1, 1, 1, 0, 1, 0, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;que;[0.4146666666666667, 0.4152222222222222, 0.4545555555555556]
2133;1428386283693514753;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.54725, 0.337125, 0.478]
2134;1433487654868426757;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.46111111111111114, 0.41766666666666663, 0.5541111111111111]
2135;1438932184346284038;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.30954545454545457, 0.2810909090909091, 0.3352727272727273]
2136;1436807945828777984;deny;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4302222222222222, 0.39077777777777783, 0.4335555555555556]
2137;1441000476066164737;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.40336363636363637, 0.2859090909090909, 0.36081818181818187]
2138;1432729992245428225;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.38190909090909086, 0.42918181818181816, 0.40954545454545455]
2139;1424654261007179777;ambiguous;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4194444444444445, 0.47088888888888886, 0.4820000000000001]
2140;1437675027957157888;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.5454166666666667, 0.4597500000000001, 0.46774999999999994]
2141;1435196148881543168;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.36181818181818176, 0.2838181818181818, 0.3487272727272727]
2142;1424329791545790464;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.5554285714285714, 0.46214285714285713, 0.6448571428571428]
2143;1441388455871746059;believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4523076923076923, 0.3368461538461538, 0.454]
2144;1425083314696867840;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2923636363636364, 0.15945454545454546, 0.22845454545454544]
2145;1453828649468055552;deny;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.18874999999999997, 0.295875, 0.226375]
2146;1439869821626241026;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.42081818181818176, 0.31636363636363635, 0.39554545454545453]
2147;1479113431785488400;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.2209, 0.21259999999999998, 0.22009999999999996]
2148;1422475454179651596;believe;[0, 1, 0, 1, 1, 0, 0, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.49661538461538457, 0.3169230769230769, 0.36969230769230765]
2149;1435254149004681218;believe;[0, 0, 1, 1, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.362, 0.33727272727272734, 0.4083636363636364]
2150;1437888116237365250;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.372125, 0.313125, 0.384625]
2151;1423425676930060290;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sug;[0.6687777777777778, 0.45677777777777784, 0.6012222222222222]
2152;1430195711065399304;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5646363636363637, 0.34554545454545454, 0.4220909090909091]
2153;1453749382868873216;deny;[1, 0, 1, 1, 0, 1, 1, 1, 0, 1];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;oth;[0.2329230769230769, 0.20969230769230768, 0.25607692307692304]
2154;1425433844304461826;ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5059999999999999, 0.4093333333333333, 0.4643333333333333]
2155;1440949194978734080;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.49, 0.3947777777777778, 0.42300000000000004]
2156;1577326577712513028;deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[1, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.22820000000000001, 0.10590000000000002, 0.1865]
2157;1556662867977453568;deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.6775, 0.377, 0.509875]
2158;1429362459975028737;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4955384615384615, 0.2973846153846154, 0.3925384615384616]
2159;1425195005883215873;believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.35315384615384615, 0.3851538461538461, 0.3700769230769231]
2160;1441039660822761472;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.58, 0.432, 0.5822727272727272]
2161;1440339049638625282;believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.7537500000000001, 0.526375, 0.6875]
2162;1568597852410232832;deny;[0, 0, 0, 1, 0, 1, 0, 1, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5357777777777778, 0.4655555555555556, 0.6038888888888888]
2163;1429085008359268356;ambiguous;[0, 1, 0, 0, 0, 0, 1, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.35800000000000004, 0.28345454545454546, 0.33272727272727276]
2164;1427000275512954881;believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];toxic;exp;[0.5363333333333333, 0.4214166666666667, 0.514]
2165;1441309300081651712;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.43772727272727274, 0.2589090909090909, 0.3449090909090909]
2166;1428737867015233539;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sug;[0.5521, 0.3609, 0.44770000000000004]
2167;1441037620843368457;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5745555555555555, 0.41100000000000003, 0.5041111111111111]
2168;1553036666495201280;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;exp;[0.20077777777777778, 0.14466666666666667, 0.1788888888888889]
2169;1435299329258917889;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.448, 0.3188181818181818, 0.36818181818181817]
2170;1424620264390807556;believe;[0, 0, 0, 0, 0, 0, 1, 1, 0, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;que;[0.5599090909090909, 0.37190909090909086, 0.4532727272727273]
2171;1454445149321367556;deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.33353846153846156, 0.3399230769230769, 0.35830769230769227]
2172;1438571694294196227;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2669, 0.19539999999999996, 0.2974]
2173;1442677226558746628;believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.36166666666666664, 0.3159166666666667, 0.33808333333333335]
2174;1441707984397164544;believe;[0, 1, 0, 1, 1, 0, 1, 1, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3795, 0.3204166666666667, 0.36141666666666666]
2175;1563635996188545024;deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.6933333333333334, 0.532, 0.7303333333333333]
2176;1420841842128588817;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.4572307692307692, 0.28807692307692306, 0.37415384615384617]
2177;1430964253977088003;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.425, 0.21450000000000002, 0.348625]
2178;1438571275866284041;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2669, 0.19539999999999996, 0.2974]
2179;1420942395529515018;believe;[0, 0, 0, 1, 0, 0, 0, 1, 1, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.43918181818181823, 0.3270909090909091, 0.4197272727272727]
2180;1445599673926881286;deny;[0, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.07981818181818182, 0.0829090909090909, 0.054818181818181815]
2181;1424706720601841666;believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.6914615384615386, 0.3759230769230769, 0.5736153846153846]
2182;1434613986583064586;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.8672222222222222, 0.46655555555555556, 0.7486666666666667]
2183;1441832679947780096;believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.4230769230769231, 0.27492307692307694, 0.37461538461538463]
2184;1445374085484122116;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5078888888888888, 0.36788888888888893, 0.46299999999999997]
2185;1426329047739535360;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.42966666666666664, 0.3764444444444444, 0.4354444444444444]
2186;1432012247367360516;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;oth;[0.607625, 0.36937499999999995, 0.481125]
2187;1439121366792511488;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.41925000000000007, 0.5095833333333334, 0.44641666666666663]
2188;1438879615985102848;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.503, 0.28690909090909095, 0.4445454545454546]
2189;1432093024998199297;ambiguous;[0, 0, 0, 1, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;exp;[0.604125, 0.46375000000000005, 0.656875]
2190;1439044519484436481;believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.7145555555555555, 0.5237777777777777, 0.6749999999999999]
2191;1433091190417727489;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5880769230769232, 0.36592307692307696, 0.4716923076923077]
2192;1426232330130182147;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.44250000000000006, 0.355, 0.43816666666666665]
2193;1520142988378210305;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.40916666666666673, 0.41033333333333327, 0.41283333333333333]
2194;1436048386466074641;believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.57575, 0.34475, 0.469375]
2195;1430162979912241152;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;que;[0.5789166666666667, 0.39233333333333337, 0.4535833333333334]
2196;1440664836061368321;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.9862857142857143, 0.5452857142857143, 0.8458571428571429]
2197;1442623565254127622;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.5471111111111111, 0.4285555555555555, 0.5784444444444444]
2198;1423584243574247425;believe;[0, 0, 0, 1, 0, 0, 1, 0, 0, 1];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4205454545454545, 0.45963636363636357, 0.41327272727272724]
2199;1422160843790237696;believe;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.39499999999999996, 0.32233333333333336, 0.36533333333333334]
2200;1427480318219636738;believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4982352941176471, 0.342, 0.45429411764705874]
2201;1422814216784908293;believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 1, 0, 1, 0, 0, 1, 0, 0];non_toxic;oth;[0.39581818181818185, 0.3718181818181818, 0.4610909090909091]
2202;1420833906295705603;ambiguous;[1, 0, 1, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.9035714285714287, 0.7074285714285714, 0.708857142857143]
2203;1439919461449015296;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3405454545454545, 0.2677272727272727, 0.2629090909090909]
2204;1424905840096546834;believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.5155, 0.47675, 0.4769166666666666]
2205;1437878799421562893;believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.6325555555555556, 0.4151111111111111, 0.4815555555555556]
2206;1427318339517534208;believe;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.5185000000000001, 0.5939, 0.5427000000000001]
2207;1438369179636158464;believe;[1, 1, 1, 1, 0, 1, 0, 0, 0, 1];[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.5025000000000001, 0.33091666666666664, 0.4411666666666667]
2208;1426499867896172546;ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.43907692307692303, 0.34015384615384614, 0.3928461538461538]
2209;1435866614898036737;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.6106, 0.4622666666666666, 0.5407333333333334]
2210;1437820953178918914;believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3015833333333333, 0.24116666666666664, 0.31133333333333335]
2211;1424660761931042819;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;exp;[0.443125, 0.381125, 0.477875]
2212;1438534020719996929;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.7426666666666666, 0.6675, 0.7503333333333333]
2213;1441896270205906944;believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3772857142857143, 0.3055714285714286, 0.3473571428571428]
2214;1571061334988705794;deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];toxic;exp;[0.549, 0.47742857142857137, 0.5648571428571428]
